屏开 晴日 春风 绿苔	崖悬百尺古|面削一屏开|晴日流丹草|春风长绿苔
鲁 奏 秉 周礼	神文秉周礼|庙乐奏九成|当时夔一足|不待鲁诸生
古木 烟蓑 寒雨 远望	古木刳为舟|野藤牵作缆|钓人寒雨中|远望烟蓑暗
晴 丛篁 王孙 山中	瀑溜晴疑雨|丛篁昼似昏|山中真可玩|暂请报王孙
秋风 承露 微微 浅浅	承露珠微微|弄态金浅浅|秋风一披拂|清意忽作远
凌波 香尘 罗袜 仙姿	仙姿艳玉肌|轻拂五铢衣|罗袜凌波去|香尘蹙步飞
团团 青枫 扫石 避俗	团团青枫阴|绰绰万间屋|下有避俗翁|扫石叠两足
恩 难酬 王孙 念	空有千金意|难酬一饭恩|再来游漂母|不复念王孙
经行 岁久 散策 禽鱼	幽园足佳趣|散策日经行|岁久禽鱼熟|人来自不惊
借问 停桡 孤烟 谁家	停桡横水中|举目孤烟外|借问吴溪人|谁家有山卖
红妆 木兰 日落 湖水	日落湖水生|红妆出波上|侬作木兰舟|欢为木兰桨
春日 天涯 斜 莺啼	春日在天涯|天涯日又斜|莺啼如有泪|为湿最高花
病 文园 吟馀 寂寞	纷敷剪翠丛|津润擢玉本|寂寞病文园|吟馀得深龈
醉扶 欢意 饮 合	有酒倾来饮|无钱莫去沽|但须欢意合|何必醉扶归
溪水 逢人 散发 高歌	投竿溪水深|散发朝日上|高歌不逢人|心与晴川广
怀中 虹光 夜夜 昆冈	昆冈分半股|插地四无邻|为有怀中璧|虹光夜夜春
人中 求 修 出	圣在人中出|心从行上修|金于沙里得|玉向石中求
衰 老翁 细 伴	冷饼细生菜|老翁殊未衰|仍寻旧幡胜|一笑伴诸儿
怜肠 欲断 撩拨 忆眼	怜肠忽欲断|忆眼已先开|渠未相撩拨|娇从何处来
骑 寻 金鞍 阆风	𫘧骥连钱动|金鞍镂玉羁|无人寻穆满|借与阆风骑
木落 汉宫 淮阴 草色	木落汉宫秋|寒虫苦悲咽|君看草色丹|犹染淮阴血
雪压 行路 沙 家	月没云生障|风和雪压沙|居家尝似客|行路却如家
青灯 云低 白首 多病	白首仍多病|青灯独掩扉|云低闻雁过|雨急待儿归
荒村 残雪 暗香 江南	江南一枝春|岁久暗香灭|怪得深夜寒|荒村映残雪
楼下 妆成 晓 奇	妾貌非不奇|行坐自遮面|楼上晓妆成|楼下无人见
日出 篱落 船头 秋雨	秋雨欲浮村|青螺上床脚|日出过东邻|船头系篱落
楼 云遮 照 晓行	晓行沥水楼|暮到悬泉驿|林月值云遮|山灯照愁寂
含颦 君知 倩 浑	独坐浑无语|含颦应有思|私心自不寐|何事倩君知
天地 儿女 烈士 日月	日月常照耀|天地自崇深|何哉儿女愁|得上烈士心
城南 玉峰 蜗牛 列	往穴城南窗|分山得遥碧|谁持列玉峰|来照蜗牛席
微吟 忘归 山花 江月	山花有空相|江月多清晖|野意写不尽|微吟浩忘归
卧病 离思 尘事 春风	卧病无尘事|其如离思何|春风胜旧识|时复一来过
门 君子 王孙 幽谷	兰为君子佩|植根不当门|幽谷发远馥|九畹咏王孙
黄鹤 白云 牛背 尘世	手持黄鹤来|脚踏金牛背|尘世无人知|白云久相待
贫 文园 色 汉宫	彩花可怜色|为报汉宫春|今日文园客|依然四壁贫
题名 星象 青霄 喜	问姓为刘族|题名是塔桥|投装人总喜|星象烂青霄
翡翠 流苏 珊瑚 海月	舞衣叠翡翠|海月挂珊瑚|香满流苏幄|相迎问醉无
空山 白云 泉声 望望	望望蒿里门|白云最深处|泉声咽不休|流下空山去
中宿 回头 世事 风高	一叶舟中宿|风高浪亦高|回头人世事|真觉细如毛
深渊 日月 龙归 昆仑	虎向深渊绕|龙归猛火蟠|昆仑飞日月|奚但鼎中安
北风 蒹葭 步 罗浮	朱凤日威垂|罗浮展衰步|北风吹蒹葭|送此齿发暮
华阳 名 馆 衔杯	客是华阳馆|仍云霅上来|野夫名已尽|只爱自衔杯
丹青 幻出 空中 手	幻出丹青手|今人一念差|如观弟二月|犹见空中花
黄花 南浦 留客 行人	西风吹叶落|南浦送行人|白酒难留客|黄花不当春
夕阳 人欲 山中 忘	千峰如散绮|夕阳在山半|山中人欲归|适意忘景晏
绿窗 昼长 红紫 尘土	红紫委尘土|绿窗清昼长|安知两三竹|风已作秋凉
争春 倚 丽 寂寂	艳不争春丽|香惟与露含|小姬沾醉后|寂寂倚清酣
树 制 居 锦衣	有谷慕容居|有桑慕容树|蚕织制锦衣|从戎入句注
片片 白鸥 忘机 沙头	片片白鸥鸟|看人队队飞|沙头莫相认|与尔久忘机
伴 湖边 杖藜 登山	十载湖边客|何人伴杖藜|登山临水兴|惟有阿通知
流云 邂逅 仙 飞雪	飞雪溅𥓂砑|流云当面起|邂逅绿毛仙|临流同洗髓
冶游 隔花 湖光 买鱼	湖光映层甍|朝来晴可渔|时有冶游人|隔花呼买鱼
空虚 罡风 高阁 层霄	高阁倚层霄|罡风飒灵籁|耸身阅空虚|空虚原不坏
流传 毡车 猜 实	名好实亦好|毡车自北来|流传今转盛|见者莫惊猜
缠绵 北渚 藕丝 中流	轻桡荡北渚|中流拗藕丝|藕丝不可断|缠绵会有时
情 郊原 策马 残星	策马戴残星|郊原破暑清|人间千万事|并入一时情
寂寥 屋角 鸟声 春风	独卧无心起|春风闭寂寥|鸟声谁唤汝|屋角故相撩
才思 落英 秋菊 晚香	秋菊可餐服|落英多晚香|不知骚赋后|才思有谁强
安宅 违 仁人 本	仁人之安宅|在心本全德|要常处于中|不可违终食
种 古人 物色 丰年	古人不可见|物色故依然|二麦何人种|忍冻及丰年
山人 夜雨 秋云 寂寞	秋云七尺藤|夜雨一卷书|寂寞空山人|微此谁与居
海 馀日 队 迎送	麋入神羊队|乌惊海鹭眠|仍教百馀日|迎送直厅前
白云 朝朝 逢君 留客	征途无旅馆|当昼喜逢君|羸病仍留客|朝朝扫白云
秋水 年年 桃李 清光	桃李竞春华|年年逐风雨|宁似江上花|清光照秋水
风雨 纷纷 树头 片片	不堪三月尾|风雨又相和|片片树头少|纷纷地上多
登高 青山 作赋 我昔	我昔为童儿|登高而作赋|我今发如霜|青山但如故
清浅 孤影 天外 出城	出城四十里|古堰若天外|飞棹清浅中|孤影自相对
整整 徘徊 将 折	药畦将菊径|整整方成列|带经日徘徊|芳蕤露中折
鸥边 绿 阔 春潮	苇萧中辟户|相映绿淮流|莫讶春潮阔|鸥边可泊舟
人心 象 平 问讯	使君刺太平|问讯太平治|太平本无象|人心平即是
簇 调 绛绡 结	蜡蒂团赪玉|文英簇绛绡|秋来结佳果|珍味不须调
劝君 明日 看山 独留	君去我独留|持杯劝君酒|明日虎跑泉|还来看山否
猿鸟 落叶 行踪 乔木	落叶绝行踪|随意披疏筱|龙气动乔木|空潭无猿鸟
冰雪 香分 松声 云影	瓶贮冰雪性|炉试蟹松声|手底矞云影|香分月气明
高 旁 醒 翰林	殿前伸脚时|奴视高力士|群阉旁吐舌|翰林醒不醉
灵均 清梦 沅湘 疏花	并石疏花瘦|临风细叶长|灵均清梦远|遗佩满沅湘
貌 宜 逢 富贵	尔去逢诸父|髯霜貌渥丹|贫穷宜此报|富贵却难安
稀 儿嬉 莱子 绝怜	七十已中寿|人生似此稀|绝怜老莱子|犹自作儿嬉
梅花 暮年 爆竹 极	暮年心胆怯|临履极兢兢|已被梅花恼|时为爆竹惊
南轩 寺 清风 迎送	虽住城隍寺|而无迎送烦|清风如有素|时复到南轩
年衰 厌 感 黄梅	微生感年衰|谁能惜春尽|政恐厌黄梅|吴杨出蒸菌
鹑衣 门外 悬 钱	门外呵寒客|鹑衣百结悬|藏瓶犹可扑|莫费水衡钱
孤舟 秋风 返照 平原	返照落平原|孤舟系疏柳|隔河唤渡人|独立秋风久
柴桑 绿水 青山 南邻	青山在南邻|绿水在北牖|为问柴桑翁|径中复何有
双双 喜见 桥畔 昨日	昨日采莲者|双双桥畔新|旧花今不见|喜见似花人
才 密密 凭高 皑皑	就下深趋坎|凭高杪寄桅|四垂才密密|一望已皑皑
雁鸿 别 鹡鸰 春风	忆尔胥江别|春风桃几开|人逢鹡鸰下|音得雁鸿来
周道 未遇 论兵 兴	论兵去商虐|讲德兴周道|屠沽未遇时|岂异兹川老
石桥 祝融 峰 丹霄	欲上祝融峰|先登古石桥|凿开巇崄处|取路到丹霄
小艇 溪云 夕曛 风浪	小艇日无事|回塘逗夕曛|幸无风浪险|随意宿溪云
云雨 手 平地 风波	舍舟登彼岸|无言奈若何|覆翻云雨手|平地更风波
石 天外 金山 江南	金山一拳石|出髻如溟涨|天外辨两潮|江南分列嶂
误 北归 功名 耕桑	尔父北归没|尔今省回亡|总为功名误|何如守耕桑
归去 远近 天涯 南北	冥怀齐远近|委顺随南北|归去诚可怜|天涯住亦得
求 压 哦诗 分外	哦诗拈近体|采酒压新刍|老得身闲处|何须分外求
斟酌 势 胆瓶 教	十钱花一束|持插胆瓶中|斟酌教如画|参差势始工
重 嗜 槟榔 食	晰常嗜羊枣|遥亦重槟榔|参至不忍食|昉宁能独尝
天寒 雪满 人难 谁家	雪满人难出|天寒酒不赊|寒郊与瘦岛|今日在谁家
梅花 雪压 小桥 竹篱	茆舍竹篱短|梅花吐未齐|晚来溪径侧|雪压小桥低
海榴 媚 长 数尺	海榴数尺许|渐觉过人长|抱子如相媚|含珠绽绛房
星霜 关塞 沅湘 零落	宝雁带星霜|南来关塞长|杜兰零落甚|客意属沅湘
雁 臣 羡君 里社	负罪臣宗元|移书数问赦|仅如雁往来|羡君还里社
杳杳 远水 高山 行人	高山迥欲登|远水深难渡|杳杳复漫漫|行人别家去
钓翁 孤篷 细雨 湿云	湿云生两屦|细雨暗孤篷|悔不桐江上|从初作钓翁
去岁 鬓边 逢秋 白发	去岁当秋别|今年秋未回|逢秋能几度|白发鬓边来
流 好语 冷泉 品题	百丈崖悬立|一泓流绿漪|品题无好语|摹写冷泉诗
吴下 句 僧 剡中	矮纸来吴下|长毫出宛陵|自书霜夜句|持寄剡中僧
青城 渺 雪山 我昔	我昔游青城|六月对雪山|吴蜀渺万里|安得在此间
挂 绿水 列仙 晴川	几度龙津道|芳浔有列仙|钓筒浮绿水|渔网挂晴川
苍梧 阴风 白水 西北	阴风西北来|青海天轩轾|白水暮东流|魂断苍梧帝
佳人 精神 北斗 天意	北斗佳人在|东风信此君|看他天意思|深得月精神
大 将军 谁怜 飞将	飞将无时命|庸奴有战勋|谁怜老卫尉|身属大将军
雪 童子 清磬 梅	檐飞数片雪|瓶插一枝梅|童子敲清磬|先生入定回
夕照 星星 江空 隐隐	风静潮痕减|江空夕照多|星星波上艇|隐隐岸边莎
折腰 爱 烂醉 黄华	烂醉是生涯|折腰良可嘅|欲酒对黄华|乌纱奚足爱
日 行看 登山 径	登山眺四极|一坐日每夕|行看夜来径|苔上有鹿迹
骏骨 价 峰 龙化	君过腾越峰|骏骨随龙化|倘遇千里驹|莫惜千金价
苦寒 年年 白首 春风	花发先春至|春风尚不知|年年同白首|多在苦寒时
新月 云色 眉头 昏昏	天面如人面|昏昏镇是愁|晚来云色解|新月放眉头
玉雪 读书 深山 未易	挹君如玉雪|未易得亲疏|何日深山里|同灯共读书
留春 住 花 明年	无计留春住|从教去复来|明年花更好|只是老相催
石 谁家 宿 月移	江动月移石|溪虚云傍花|鸟栖知故道|帆过宿谁家
露华 采采 葳蕤 白石	紫文何葳蕤|采采露华滋|不向高冈上|常依白石墀
世人 知己 寸心 看书	天岂私贫我|看书每自疑|寸心即知己|不用世人知
祇 作字 谁知 兴	作字应随兴|临池祇自宽|谁知真懒处|托意在毫端
横江 眠 渔船 钓竿	横江一片碧|携鹤上渔船|收纶不成下|却抱钓竿眠
未觉 落叶 霜重 日高	霜重晓未觉|日高融始寒|空墙半根湿|落叶片声乾
住 绝域 刁斗 孤城	无计留月住|孤城绝域看|居延击刁斗|闺梦到城难
空山 爆竹 徘徊 徙倚	徘徊苔径深|徙倚林光暮|爆竹响空山|栖禽惊不度
灵均 清歌 离骚 终日	江上多嘉客|清歌进白醪|灵均良可笑|终日著离骚
明朝 霜天 烟尘 淮水	丝管霜天夜|烟尘淮水西|明朝上征去|相伴醉如泥
国手 识 逢 牧	元不识死活|偶然逢二仙|昔与牧奴戏|今饶国手先
绿树 晨光 苍烟 枫叶	披衣启外户|晨光清可挹|绿树閟苍烟|遥认枫叶赤
孤舟 天际 冉冉 水烟	冉冉河洲晓|晴霞登木杪|稍见水烟开|孤舟天际小
钱 粟 水衡 战士	战士不解甲|于今四十年|尖量太仓粟|烂铸水衡钱
色 功 桃李 刀尺	敢竞桃李色|自呈刀尺功|蝶犹迷剪翠|人岂辨裁红
媚 水竹 清涟 傲	绿筱媚清涟|清涟媚绿筱|水竹两相媚|于中寄吾傲
知闻 白云 出 语	来时无有语|去亦不知闻|此曲谁能和|轰轰出白云
涓涓 细 残月 西峰	山溜细涓涓|松庭夜鹤眠|西峰残月堕|趺坐佛灯前
高台 才 黄金 贵	自古黄金贵|犹沽骏与才|近来簪珥重|无可上高台
岭云 迹 年年 烧痕	越艳迹如扫|年年烧痕绿|归僧踏岭云|枯叶声相触
玉树 蒹葭 亲 作	欲摘不得摘|如看波上花|若教亲玉树|情愿作蒹葭
终年 华表 殷勤 梅雨	梅雨和乡泪|终年共酒衣|殷勤华表鹤|羡尔亦曾归
游 离忧 徵书 猿鹤	徵书虽到门|猿鹤幸相恕|秪因湘楚游|故是离忧处
家近 牛羊 日夕 春深	小坂平如掌|春深绿草肥|牛羊识家近|日夕自能归
新绿 滑 安 群飞	百啭声逾滑|群飞羽未乾|上林新绿满|容易一枝安
古稀 青春 堂堂 去日	青春何堂堂|去我忽若失|试以古稀言|来日少去日
山僧 映竹 清 竹阴	山僧对棋坐|局上竹阴清|映竹无人见|时闻下子声
林下 牧童 水寒 衣	牧童驱牛行|水寒衣敢涉|相呼枫林下|吹火烧山叶
琼玖 中酒 蛟螭 尘外	青条散蛟螭|素艳欺琼玖|体薰尘外香|骨醉壶中酒
旧巢 难寄 燕子 空庭	远塞书难寄|空庭花自开|旧巢双燕子|今岁又归来
团团 绿 黄 锦帐	团团车盖绿|灿灿御袍黄|只许牙盘荐|那薰锦帐香
穿 雨细 朝 山居	雨细穿梅坞|风和上柳桥|山居无历日|今日是何朝
我爱 半点 樵牧 仙人	我爱通羊好|清无半点尘|峭山多洞户|樵牧识仙人
陈蕃 欲下 人 格	公礼欲下格|具观人所存|须知范孟博|岂肯伏陈蕃
行见 初 寿 蚕	意帖初宜夏|金驹已过蚕|至尊千万寿|行见百斯男
芳树 春色 远山 断	春色到江断|野香涵日娇|鸟穿芳树语|人隔远山樵
轩窗 木杪 远山 翠屏	木杪出危阁|轩窗罗翠屏|更须登石望|欲尽远山青
莲花 柳丝 小姑 采莲	小姑采莲花|莫漫采莲藕|采藕柳丝长|问姑姑知否
去去 逃名 南北 辞	逃名名我随|避名名我追|去去南北山|与世从此辞
急 巫阳 日暮 风流	叠浪与云急|翠兰和意香|风流化为雨|日暮下巫阳
春阳 惟 踏 妆成	玩好惟铅粉|滋培只水香|妆成无一事|随意踏春阳
石 嵯峨 世人 小径	一片嵯峨石|中馀小径通|自从雪积后|那得世人踪
君家 遥闻 岩桂 月窟	岩桂何时种|遥闻月窟香|君家似燕窦|会见五枝芳
地 重见 念汝 藤萝	念汝庐居地|藤萝使径迷|祇应今夜柏|重见夜乌啼
江潭 摇落 萧疏 秋风	古来多思客|摇落恨江潭|今日秋风至|萧疏独沔南
信 终 未济 多艰	始屯终未济|世故信多艰|维坎刚中吉|周旋险难间
鸳鸯 短长 垂柳 垂杨	垂柳与垂杨|枝条有短长|柳长杨短短|一体似鸳鸯
旄头 满月 据鞍 楼兰	满月须防战|鸣飙急据鞍|旄头今夜落|直欲斩楼兰
入门 催租 鸡鸣 冥冥	鸡鸣望东方|冥冥曙未开|何意催租吏|咆哮入门来
枫林 归客 赤 叶	颇讶枫林赤|无风叶自鸣|来人与归客|同听不同情
古 墙阴 草树 雨露	生长古墙阴|园荒草树深|可曾沾雨露|不改向阳心
白云 落叶 纷纷 青鸾	人闲不出户|落叶任纷纷|借与青鸾尾|窗前扫白云
困 玉花 盐车 云影	踣铁超云影|拳毛散玉花|相将驰凤苑|宁复困盐车
肉食 剪 春雨 足	肉食嘲三九|终怜气韵清|一畦春雨足|翠发剪还生
水深 水浅 多谢 山中	水深石可灶|水浅石可矶|多谢山中石|与翁不相违
梅花 些 船 山色	山色仍前日|梅花又一年|休为招屈些|好泛渡湘船
遥知 恩 拜 惊	瞥尔惊吾父|同然拜令公|遥知恩义重|恰似与真同
天下 岳阳 饮酒 洞庭	洞庭天下水|岳阳天下楼|谁为天下士|饮酒楼上头
青天 碧海 作 藕丝	衣以藕丝作|扇将鸾尾编|酒应槽碧海|人是簟青天
梅花 罗浮 开落 树	自有青溪客|梅花尽姓姚|罗浮千万树|开落向生绡
白 诗 闲居 淡	闲居淡无事|临流忽有得|平生诗外心|滩上一鸥白
炉 欧冶 吾师 真	谓尔真吾师|谓吾真尔友|不知欧冶炉|肯铸顽铁否
嫌 冠盖 丘园 羡	有意嫌千石|无心羡九卿|且悦丘园好|何论冠盖生
饥 城 欲死 春耕	普舍今无县|营田尚有城|新军饥欲死|何力事春耕
愁心 白雁 秋色 明年	秋色丹枫畔|愁心白雁边|东来又相失|更拟待明年
孤 带 海隅 高城	万里一亭孤|高城带海隅|不堪亭上望|帆落晚汀蒲
喁喁 翠 我欲 群山	群山喁喁来|跃入千层翠|漫垩有馀斯|我欲斲其鼻
入囷 种田 费 耕锄	种田良不易|尽力费耕锄|入囷方为有|在田犹是无
里人 花发 未残 秋山	涉江荷未残|今来桂花发|那堪千里人|两见秋山月
爱酒 茶 车马 半日	半日停车马|何人在白家|慇勤萧庶子|爱酒不嫌茶
冶游 高楼 倚 明月	坐见三春去|无心作冶游|可怜明月夜|独自倚高楼
明朝 伴侣 春意 天寒	独占高枝立|天寒伴侣稀|明朝春意动|好向上林飞
君子 多 小人 近名	君子多近名|小人多近刑|善恶有异同|一归与任情
未足 南塘 柳外 徘徊	柳外赤兰桥|遥接南塘路|迷人采芳来|徘徊未足度
色里 离 色 摩尼	摩尼不随色|色里勿摩尼|摩尼与众色|不合不分离
问津 古 翁 鸡黍	大路古茅塞|问津欲何从|鸡黍相款留|贤哉植杖翁
桑麻 鸟雀 柴门 春耕	山崦桑麻路|柴门鸟雀声|老巫祈社雨|小妇饷春耕
中人 吊 难 李白	奴视中人少|庭机左戚难|高爹嗔李白|新莽吊师丹
烟树 斜晖 愁绝 暮雨	灞岸春波远|秦川暮雨微|凭高正愁绝|烟树更斜晖
虚窗 残漏 天高 心中	虚窗卧不稳|残漏一灯明|无限心中语|天高风又生
老子 避地 昔人 勾漏	非有干时策|聊为避地图|昔人补勾漏|老子管仙湖
写 排云 龙颜 台下	往岁尚书履|排云到九关|归来石台下|犹记写龙颜
长江 高风 黄叶 将归	长江悲已滞|万里念将归|况属高风晚|山山黄叶飞
慈 书满 家 蛮	角利蛮与触|幻世慈若巴|当知靠里业|自有书满家
含饴 视膳 回天 彤管	视膳回天仗|含饴乐圣辰|定应彤管笔|书美系王春
山河 玉露 分明 凉风	玉露生凉风|江空兔魄多|分明桂树影|谁道是山河
松涛 夹路 黄 管弦	四山黄落时|夹路松涛起|中含太古声|能清管弦耳
奔流 龙门 孱颜 乱石	奔流出万山|乱石销孱颜|彼跃龙门者|何尝惧此关
苍茫 江头 片帆 风急	江头晚风急|飒飒片帆秋|极浦苍茫外|何人独倚楼
水流 月满 汉 羞	欢似汉月满|侬似沟水流|悬光岂不照|影浊侬自羞
天高 玉堂 君王 黄金	斗大黄金印|天高白玉堂|不因书万卷|那得近君王
井邑 秋高 蓬瀛 海波	井邑斜连北|蓬瀛直倚东|秋高岩溜白|日上海波红
开轩 萧洒 青山 解颜	萧洒桐庐郡|开轩即解颜|劳生一何幸|日日面青山
黄花 君家 白衣 烂熳	闻道君家菊|黄花烂熳开|若能移赠我|端胜白衣来
溟海 烟霞 白发 梅花	烟霞成旧垒|溟海笑浮卮|白发真谁伴|梅花瘦碧墀
水月 观 夜深 逍遥	越江千里镜|越岭四时雪|中有逍遥人|夜深观水月
景物 陛下 寿 南山	阳和今日到|景物一时新|陛下南山寿|长迎千万春
折花 罗衣 燕子 露湿	燕子冲帘过|胡蜂采蜜归|折花香露湿|不惜绣罗衣
满船 俯仰 青天 湖光	已拾诗盈箧|犹如酒满船|湖光清似镜|俯仰两青天
片石 超 对 窗明	窗明临片石|几净对幽琴|空境超非想|无弦有至音
岭树 山家 路转 烟霭	岭树盘云上|溪回路转斜|晚来烟霭合|何处问山家
风流 圆 镜里 人言	碧因圆更展|红向老犹妆|镜里风流在|人言似六郎
山林 天外 尘境 层楼	尘境已如许|山林应更幽|此情何处见|天外一层楼
怀抱 白云 青山 忘忧	彼见是忘忧|此看同腐草|青山与白云|方展我怀抱
白日 鸟声 草堂 山雨	白日鸟声闹|草堂门未开|刚为灌花起|恰逢山雨来
紫 指 满 问我	问我何厨传|珍鲜满故园|笋方青剥指|茄欲紫垂拳
蓑衣 留住 未收 篙师	西崦雨未收|东崦风又作|留住绿蓑衣|莫与篙师著
远风 逐 日月 馨香	日月虽不照|馨香要自丰|有怨生幽地|无由逐远风
孤 沙痕 隔云 碧	藓晕坡陁碧|沙痕突兀孤|无僧依石坐|有鬼隔云呼
遥忆 数 东西 风期	二老东西郭|风期晚益亲|将车数来往|遥忆似荀陈
柳色 绮窗 金銮 巴江	巴江可惜柳|柳色绿侵江|好向金銮殿|移阴入绮窗
掩 低飞 竹扉 岚气	蛰鳞尽屈伏|倦翮自低飞|岚气晚来重|呼童掩竹扉
别离 流水 殷勤 双鲤	流水应无极|东流向海城|殷勤嘱双鲤|为寄别离情
白昼 朱衣 咫尺 青门	朱衣群百怪|白昼出乘车|咫尺青门路|无由得种瓜
声中 萧萧 篱落 延	把菊延三益|居然处士风|萧萧篱落晚|秋在雨声中
亲 主 未酬 发	谈忠多负主|论孝未酬亲|呴濡才似发|相负便生嗔
长安 西山 凝寒 草木	西山抱孤洁|淇水凝寒绿|古来长安道|多少闲草木
山头 草 灵根 凭君	杨广山头草|凭君待价焞|异苗翻茂处|深密固灵根
白日 寒城 豺虎 回首	寒城朝烟淡|江沫拥春沙|群盗乱豺虎|回首白日斜
清池 丹青 高下 桃花	丛竹夹桃花|清池映高下|世上有丹青|笔底谁能画
离别 贫贱 敝庐 富贵	敝庐无良辰|荒田多荒岁|贫贱重离别|君乎休富贵
斗 清幽 草木 竹	石好竹亦好|营丘到蓟丘|无端闲草木|相与斗清幽
凭谁 渔家 逐 占	始由尝胆凿|战槛逐波通|今日凭谁占|渔家一笛风
新竹 离 青林 经岁	经岁离故园|青林思飞绕|旧松长更高|新竹生渐小
瓠 栌 胜 中枯	尔肥非义胜|腴外而中枯|窘蠢栌间伏|居然五石瓠
泰山 江东 异国 清樽	君官泰山北|我住汉江东|异国俱为客|清樽恨不同
去 杀 渡江 人	十年频劫掠|北岸人最苦|贼来岸下杀|切莫渡江去
卒岁 齐鲁 谋 封侯	姑待三年采|聊为卒岁谋|可怜齐鲁俗|乃欲比封侯
江北 瀑布 雪花 江南	瀑布挂江北|望者江南猜|雪花那不到|霹雳过江来
稀 莲舟 多 风浪	下渚多风浪|莲舟渐觉稀|那能不相待|独自逆潮归
逝水 孺子 声响 沧浪	沥沥泉声响|因风杂涧篁|仲尼观逝水|孺子咏沧浪
载酒 水边 稽山 贺老	载酒向何处|稽山镜水边|若为无贺老|兴尽便回船
骤 伤 筋骨 骑	上山犹许骤|下岭不宜骑|必定伤筋骨|能令日渐羸
帝子 白石 月明 吹笙	幽篁碧悄悄|白石白粼粼|帝子吹笙罢|月明愁杀人
空山 禽声 思君 寂	雨尽禽声寂|空山似有闻|十年稠叠恨|不是为思君
化作 潮头 平地 试问	潮头起平地|化作千丈雪|棹舟者何人|试问岩头月
绝胜 谁将 菱花 玻瓈	谁将七宝月|击碎作玻瓈|绝胜菱花镜|来从洋以西
中道 秋风 苜蓿 瘦骨	瘦骨如山立|临流饮渴虹|谁怜中道弃|苜蓿老秋风
花明 东去 看花 馀寒	画合馀寒在|花明绮陌春|今年看花伴|东去汶阳滨
扶 卿家 著 忠孝	卿家著忠孝|朕子赖师模|蓬在麻中直|多应不待扶
水月 孤云 松风 未休	松风清未休|水月淡相对|去来非等闲|必许孤云会
杯酒 秋光 人手 挥麈	秋光濯须眉|春翠浮杯酒|况复挥麈谈|玉柄如人手
角 满 春风 淮南	吴牛三十角|久与牧相忘|忽忆淮南路|春风满柘冈
武昌 诗书 云水 琳琅	武昌古名地|英秀森琳琅|既号诗书窟|复称云水乡
芳 君子 扶桑 红颜	扶桑不见芳|白兔不见捣|君子不见归|红颜空自老
白玉 紫兰 芗林 枝	一代芗林老|吾生不并时|来寻白玉柄|祗见紫兰枝
湘君 拜 小姑 郁金	小姑茜红衫|大姑郁金裙|把手促侬去|两两拜湘君
乐 眠 玉楼 踟蹰	听尽西宫漏|踟蹰不肯眠|仙韶一派乐|又过玉楼前
平湖 君山 月出 仙人	月出天在水|平湖净于席|安得谪仙人|来听君山笛
丹砂 栽花 春意 白发	丹砂犹未就|白发忽成翁|却有怜春意|栽花向此中
灵雨 降 顿 纾	维天降灵雨|虽迟良胜无|百谷顿苏苏|民忧不少纾
问 事 鼎鼐 头	此根真可咬|不用问康侯|鼎鼐非君事|徒能白相头
驱 赓歌 童稚 忘	忆年童稚时|逐侣于兹牧|赓歌忘渴饥|皞皞驱归犊
谁家 典衣 小楼 沽酒	典衣为沽酒|典地为裁花|小楼新构就|明岁属谁家
折花 郭外 携酒 春风	郭外新梅树|春风吹欲残|未能携酒出|幸为折花看
戚 家贫 好 消息	若为从宦好|不异在家贫|忍以恶消息|而令戚我亲
长松 白云 明月 山空	修径白云幽|山空明月秋|长松高百尺|明月袭衣裘
神 高卧 心闲 山	形睡神非睡|心闲身亦闲|是非都不管|高卧华州山
谁传 古意 瑶琴 寂寞	瑶琴久寂寞|古意向谁传|一自钟期没|那能整绝弦
众芳 高洁 桃李 调羹	不但魁众芳|高洁无比儗|商鼎论调羹|何曾及桃李
寄语 明年 东西 音信	东西分一水|音信不通潮|寄语河边鹊|明年莫架桥
鱼 卧龙 石梁 赤城	可怜赤城霞|酿作石梁水|一郡垂欲鱼|卧龙犹未起
新妆 薄 城中 髻鬟	古态日渐薄|新妆心更劳|城中皆一尺|非妾髻鬟高
君子 盈尺 岁寒 孤竹	卷石不盈尺|孤竹不成林|惟有岁寒节|乃知君子心
初起 任 风霜 月露	拂雾梢初起|干霄意巳长|枝高承月露|节苦任风霜
首 未知 下帷 苦	百行孝为首|诸人傥未知|下帷空自苦|蹑𪨗竟何裨
树 枯 樗栎 黾勉	黾勉徇世名|鞅掌婴俗务|漆以津自枯|不如樗栎树
凌 霄汉 香 风传	岌岌凌霄汉|风传宝阁香|三朝神翰在|奎壁夜交光
鱼水 观 观鱼 日观	观鱼日观水|见鱼见吾性|鱼水浑非观|与天共游泳
吾庐 高兴 栖 空山	城居匪湫隘|桑果连畛畦|吾庐有高兴|何必空山栖
秋声 舴艋 头 侬家	侬家何处是|舴艋太湖头|自识人间路|秋声会起愁
新妆 龙舟 碧波 女伴	江上龙舟戏|新妆照碧波|隔船呼女伴|举酒酹曹娥
鱼鸟 木叶 泻 留人	山瀑两道泻|木叶四时春|日暝不知去|鱼鸟会留人
鸾凤 翠色 清夜 天风	幽溪入疏篁|翠色连远坞|清夜天风来|不隔鸾凤语
镜 钓钩 色 浮沤	好漆清如镜|悬丝似钓钩|撼动虎斑色|打著有浮沤
东林 悠扬 山围 古寺	山围古寺阴|曙隔鲸音发|悠扬三四声|唤上东林月
